ax,ay,az,fsr1,fsr2,fsr3,fsr4,fsr5
0.0309,0.0209,-0.0585,902,678,1023,1023,1023
-0.6529,-0.56,0.4076,1023,1023,1023,1023,1023
0.0203,0.0041,0.002,1023,925,975,1023,707
0.0466,0.0028,-0.0093,875,680,1023,1023,1011
-0.2223,-0.313,0.4564,1023,861,1023,1023,1023
-0.1927,-0.2682,0.4411,1023,1023,1023,1023,1023
-2.8202,-0.3299,-0.5409,1023,1023,1023,1023,1023
-0.0009,-0.0009,0.0017,1023,996,909,1023,700
-0.0198,0.014,-0.0299,929,739,1023,1023,928
0.3835,0.0931,0.2222,1023,1023,1023,1023,1023
0.02,-0.0342,0.01,1023,1015,881,1023,696
-0.0021,0.0114,0.0017,941,790,1023,1023,939
0.1093,0.0414,0.2513,884,641,1023,1023,1023
0.6639,0.263,0.013,1023,1023,1023,1023,1023
-2.1938,-0.5469,0.8212,1023,1023,1023,1023,1023
0.0221,-0.0143,-0.0097,1023,1021,871,1023,698
0.0167,-0.0572,0.2033,944,655,1023,1023,1023
0.4496,0.0985,0.2095,1023,1023,1023,1023,1023
-1.5602,-1.291,0.3647,1023,1023,1023,1023,1023
0.0319,-0.0391,0.0707,1023,1023,876,1023,707
0.0061,0.0171,0.0037,898,731,1023,1023,953
0.449,0.009,-0.6028,1023,1023,1023,1023,1023
-1.6432,-0.8183,0.9264,1023,1023,1023,1023,1023
-0.1342,-0.0074,0.2809,1023,1023,919,1023,785
0.0056,0.0128,0.0213,999,936,946,1023,820
0.0104,0.0021,0.0097,852,665,1023,1023,1023
-0.5263,-0.734,1.543,1023,1023,1023,1023,1023
0.0012,-0.0062,0.0135,1023,989,897,1023,706
0.0666,-0.0376,-0.0147,925,731,1023,1023,942
-0.3484,-0.2028,0.376,1023,814,1023,1023,1023
-4.1353,-0.5061,-1.6351,1023,1023,1023,1023,1023
0.0163,-0.0018,0.0137,1023,1011,855,1023,700
0.0096,-0.0495,0.0157,946,764,1023,1023,889
0.6408,0.0041,-0.1291,1023,1023,1023,1023,1023
-0.3228,-0.2093,1.7867,1023,1023,844,1023,721
0.0125,0.0072,0.0038,1001,878,982,1023,837
0.0565,-0.0204,0.0105,823,636,1023,1023,1023
1.9841,0.1065,2.7864,1023,1023,1023,1023,1023
-0.3444,-0.1354,1.1747,1023,1023,927,1023,791
0.0055,-0.0108,0.0097,831,664,1023,1023,1023
-0.2841,0.4621,1.7557,1023,1023,1023,1023,1023
-0.5826,-0.5723,1.4108,1023,1023,1023,1023,1023
0.6222,0.0813,0.3001,1023,1023,1023,1023,1023
0.0083,0.0222,-0.01,1016,950,898,1023,764
0.0174,0.0112,-0.0098,886,681,1023,1023,1018
-1.2293,-0.5003,1.7697,1023,935,1023,1023,1023
-3.1517,-0.4803,-1.2449,1023,1023,1023,1023,1023
0.0119,0.0089,-0.002,986,870,988,1023,875
0.1707,0.0278,0.2484,871,659,1023,1023,1023
0.5048,0.0075,-0.428,1023,1023,1023,1023,1023
-0.1974,-0.0176,0.5398,1023,1023,844,1023,736
0.0177,0.0216,-0.0548,1002,925,937,1023,850
0.0118,0.0134,0.0214,849,648,1023,1023,1023
-1.6447,-0.9583,1.9152,1023,1023,1023,1023,1023
-0.2906,-0.0641,1.0405,1023,1023,922,1023,820
0.0013,0.0086,0.0036,1018,956,906,1023,812
0.3616,-0.4488,2.6166,1023,1023,1023,1023,1023
-0.8677,-0.6287,1.4476,1023,1023,1023,1023,1023
0.2891,-0.0324,-1.1364,1023,1023,1023,1023,1023
0.0274,0.0073,0.0079,1023,985,849,1023,774
0.0128,-0.0077,-0.0,872,681,1023,1023,1023
0.2033,0.2373,1.4144,1023,990,1023,1023,1023
0.1863,0.1237,1.4653,1023,1023,1023,1023,1023
0.0228,-0.0205,-0.0135,1023,1023,777,1023,767
-0.195,-0.1367,0.9036,1023,946,1023,1023,1023
-3.278,-0.5811,-1.1019,1023,1023,1023,1023,1023
0.0247,0.0232,0.0021,969,792,1021,1023,865
0.6081,0.1128,0.0166,1023,1023,1023,1023,1023
-0.4564,0.0427,1.9166,1023,1023,905,1023,717
-0.0144,-0.0001,0.0268,799,634,1023,1023,1023
1.2065,0.2899,0.0214,1023,1023,1023,1023,1023
-0.509,0.1546,1.558,1023,1023,914,1023,784
0.0339,0.0078,-0.0135,1006,970,894,1023,845
0.0168,0.0026,-0.0019,813,676,1023,1023,1023
-0.9295,-0.477,1.4109,1023,1023,1023,1023,1023
0.0092,-0.0093,0.0038,1023,976,867,1023,757
0.0503,-0.1502,0.1045,843,691,1023,1023,1022
-0.1152,-0.5102,1.4197,1023,983,1023,1023,1023
-2.1752,-0.6015,-0.3211,1023,1023,1023,1023,1023
1.0381,-0.8316,1.0285,878,719,1023,1023,993
-0.3073,-0.3408,1.6037,1023,869,1023,1023,1023
-0.4313,-0.2509,0.4842,1023,1023,1023,1023,1023
-3.5862,-0.5695,-0.9349,1023,1023,1023,1023,1023
0.0048,-0.0046,0.0115,1023,1022,791,1023,714
0.3141,0.084,0.4321,848,713,1023,1023,1023
0.0016,0.1053,-0.1529,1023,1023,1023,1023,1023
-1.5013,-1.0565,0.5387,1023,1023,1023,1023,1023
0.0075,0.0136,0.0135,971,922,953,1023,898
0.0062,0.0022,0.0057,809,715,1023,1023,1023
2.5422,0.6204,3.0335,1023,1023,1023,1023,1023
-0.626,-0.6036,1.6779,1023,1023,1023,1023,1023
-0.1462,0.4955,-0.2972,1023,1023,1002,1023,996
0.0055,0.0233,0.0037,866,814,1023,1023,1005
0.1313,-0.1351,0.4007,1023,1023,1023,1023,1023
-4.0562,-0.5911,-0.8151,1023,1023,1023,1023,1023
-0.0045,0.0168,0.0074,1023,1021,790,1023,719
0.3444,0.1304,0.325,831,671,1023,1023,1023
0.3448,0.1518,-0.5287,1023,1023,1023,1023,1023
-0.4763,0.035,1.5941,1023,1023,801,1023,743
0.0039,0.0076,-0.0041,989,914,944,1023,871
0.0152,-0.013,-0.0059,809,674,1023,1023,1023
-0.7519,-0.6407,1.7757,1023,1023,1023,1023,1023
0.5836,-0.6691,-0.0964,1023,1023,1023,1023,1023
0.0039,0.0076,-0.0021,917,802,1010,1023,918
-0.1086,-0.0676,0.1878,903,721,1023,1023,1023
-1.7576,-0.9109,0.1201,1023,1023,1023,1023,1023
0.016,-0.0105,0.0039,1020,978,907,1023,765
0.043,0.0117,-0.0269,836,672,1023,1023,1023
-0.2936,-0.3014,1.5296,1023,974,1023,1023,1023
-1.7526,-0.4481,-0.1118,1023,1023,1023,1023,1023
0.032,0.0115,0.008,925,835,1004,1023,898
0.4333,0.0578,0.0571,1023,1023,1023,1023,1023
-1.5194,-0.3664,1.2335,1023,1023,1023,1023,1023
-0.3435,-0.0635,2.9638,1023,1023,788,1023,729
-0.0202,0.008,0.0267,802,663,1023,1023,1023
2.5838,0.0393,3.0361,1023,1023,1023,1023,1023
-1.2611,-1.0384,1.4038,1023,1023,1023,1023,1023
-0.4796,0.8515,0.0188,1023,1023,991,1023,940
0.0168,0.0026,0.002,1016,972,899,1023,776
0.0242,-0.0345,0.0197,821,692,1023,1023,1004
-0.214,-0.6666,2.2509,1023,931,1023,1023,1023
-2.1855,-0.6551,-0.9539,1023,1023,1023,1023,1023
0.008,0.0047,-0.047,948,858,979,1023,886
0.7107,0.0845,0.5828,1023,1023,1023,1023,1023
-1.8778,-0.195,1.0418,1023,1023,1023,1023,1023
0.0082,0.003,-0.0079,976,898,972,1023,858
0.0195,-0.0282,0.004,791,655,1023,1023,1023
1.9649,0.4854,2.4918,1023,1023,1023,1023,1023
2.1246,1.0133,-0.3204,1023,1023,1015,1023,991
