ax,ay,az,fsr1,fsr2,fsr3,fsr4,fsr5
1.0365,-0.0182,0.3343,1023,1023,1023,1023,1023
-2.0288,0.0019,0.4801,1023,1023,1023,1023,1023
0.023,-0.0711,0.0413,1023,1008,944,1023,762
0.0168,0.001,0.0488,1005,808,1023,1023,875
0.0297,-0.0129,0.0198,860,638,1023,1023,1023
2.2432,0.6915,2.3626,1023,1023,1023,1023,1023
-0.505,0.4642,-0.0526,1023,1023,995,1023,930
0.0226,0.0136,0.0001,1005,890,977,1023,798
0.0242,-0.0047,0.0021,911,681,1023,1023,961
-0.3331,-0.4061,1.5371,1023,984,1023,1023,1023
-0.3305,-0.6782,0.8876,1023,1023,1023,1023,1023
0.0153,-0.0043,0.0176,993,845,956,1023,744
0.0103,0.0021,0.0175,920,679,1023,1023,956
0.0419,-0.0627,0.2487,958,672,1023,1023,1023
-2.1165,0.0704,-0.1192,1023,1023,1023,1023,1023
0.0261,-0.0293,0.0276,926,839,994,1023,926
1.4565,0.0542,-0.392,1023,1023,1023,1023,1023
-1.4338,-1.5381,1.6606,1023,1023,1023,1023,1023
-0.7734,0.2984,2.9833,1023,1023,909,1023,837
0.0279,-0.0181,0.0041,962,958,874,1023,884
0.0108,-0.0278,0.002,857,729,1023,1023,990
-0.4891,-0.3527,1.5658,1023,1001,1023,1023,1023
-3.7105,-0.4712,-1.8434,1023,1023,1023,1023,1023
0.0186,0.0033,-0.0039,1023,962,970,1023,748
0.0279,0.0012,0.01,963,762,1023,1023,893
0.9851,-0.0861,-0.5746,1023,1023,1023,1023,1023
-1.5568,-0.9404,1.772,1023,1023,1023,1023,1023
-0.8685,0.0924,2.9825,1023,1023,941,1023,835
0.0316,-0.0121,0.014,926,728,1023,1023,913
-0.488,-0.0798,2.9889,1023,899,1023,1023,1023
0.3336,0.1284,0.3932,1023,1023,1023,1023,1023
0.0027,-0.0097,0.0213,1014,959,896,1023,741
0.0156,-0.1127,0.0395,868,661,1023,1023,1023
0.7642,0.1414,-0.7527,1023,1023,1023,1023,1023
-1.7243,-1.2839,0.5848,1023,1023,1023,1023,1023
0.0221,-0.0099,0.0099,934,804,1023,1023,927
0.017,-0.0079,0.0078,878,662,1023,1023,1021
2.3069,0.5422,-0.4058,1023,1023,1023,1023,1023
-0.5296,-0.5048,1.1379,1023,1023,1023,1023,1023
-0.1607,-0.0511,-0.567,1023,1023,1023,1023,1023
0.5532,0.2742,-0.2016,1023,1023,1023,1023,1023
0.0974,-0.1022,0.2692,1023,1023,1023,1023,1023
0.3455,-0.0444,0.0854,1023,1023,1023,1023,1023
0.1158,-0.0451,0.0603,1023,1023,1023,1023,1023
-0.0462,-0.1062,-0.0162,1023,1023,1023,1023,1023
0.0209,-0.0702,0.0062,1023,1023,1023,1023,1023
0.0595,-0.0512,0.0047,1023,1023,1023,1023,1023
0.0247,-0.0598,0.0198,1023,1023,1023,1023,1023
0.0506,-0.0804,0.0301,1023,1023,1023,1023,1023
0.0825,-0.0497,-0.0066,1023,1023,1023,1023,1023
0.0692,-0.0727,-0.0145,1023,1023,1023,1023,1023
0.0746,-0.0466,0.0031,1023,1023,1023,1023,1023
0.0698,0.0576,-0.0248,1023,1023,1023,1023,1023
0.0971,-0.0776,-0.0297,1023,1023,1023,1023,1023
0.0786,-0.0215,-0.0009,1023,1023,1023,1023,1023
0.1034,-0.0297,0.0053,1023,1023,1023,1023,1023
0.102,-0.0604,-0.0044,1023,1023,1023,1023,1023
0.078,-0.045,0.0148,1023,1023,1023,1023,1023
0.1048,-0.0333,0.0132,1023,1023,1023,1023,1023
0.0966,-0.0329,-0.0142,1023,1023,1023,1023,1023
0.0735,-0.1587,-0.063,1023,1023,1023,1023,1023
-0.014,0.0202,0.1226,1023,1023,1023,1023,1023
0.0108,-0.0425,0.0157,976,922,823,1023,834
0.0431,-0.0433,0.0162,919,934,867,1023,988
0.0255,-0.0319,0.0002,881,792,952,1023,967
0.0266,-0.0442,0.0042,870,758,947,1023,933
0.0298,-0.0322,0.0062,908,757,916,1023,872
0.0313,-0.0209,0.0023,925,761,917,1023,853
0.0196,-0.0326,-0.0096,929,770,893,1023,823
0.0224,-0.0589,0.0042,993,900,878,1023,834
1.0149,0.264,0.497,1023,1023,1023,1023,1023
0.3004,-0.0875,0.0887,1023,1023,1023,1023,1023
0.0275,-0.0119,-0.0037,1023,1008,863,1023,778
0.0165,0.0043,-0.0312,961,835,946,1023,844
-0.0401,-0.2118,0.8769,1023,1023,1023,1023,1023
-0.3105,-0.2307,0.822,1023,1023,1023,1023,1023
-1.7672,-0.3682,-0.2119,1023,1023,1023,1023,1023
0.0214,0.0007,0.0314,1023,972,889,1023,751
0.0381,-0.022,0.0141,982,870,970,1023,828
1.5592,-0.1878,2.4389,1023,1023,1023,1023,1023
-0.3312,-0.9648,0.6268,1023,1023,1023,1023,1023
-0.1874,0.2808,1.1484,1023,1023,1023,1023,1023
0.0327,-0.0051,0.0198,1023,951,917,1023,742
0.036,-0.0272,0.018,971,785,992,1023,845
0.1622,0.0254,0.1682,868,664,1023,1023,1023
1.71,-0.432,0.2347,1023,1023,1023,1023,1023
-2.2937,0.1281,0.8252,1023,1023,1023,1023,1023
0.0133,0.0247,0.0155,1023,978,980,1023,738
0.028,0.0352,0.0021,1011,764,1023,1023,856
0.0207,-0.002,0.0099,883,642,1023,1023,1023
2.718,-0.612,3.0403,1023,1023,1023,1023,1023
-1.3822,-0.8399,1.3895,1023,1023,1023,1023,1023
0.0183,0.0183,0.0098,1016,773,1023,1023,871
1.8694,0.3893,3.0239,1023,1023,1023,1023,1023
-0.7865,-0.4964,1.0988,1023,1023,1023,1023,1023
0.3068,-0.5247,-1.447,1023,1023,1002,1023,977
0.016,0.0088,0.0137,1013,835,1007,1023,850
0.0558,-0.0054,0.0533,942,654,1023,1023,1002
2.3982,1.0298,1.2602,1023,1023,1023,1023,1023
-0.566,-0.3698,0.8868,1023,1023,1023,1023,1023
0.2578,0.7952,1.0618,1023,1023,1023,1023,1023
0.0112,0.0151,0.0077,1016,888,961,1023,801
-0.0026,0.034,-0.057,932,704,1022,1023,962
-0.0236,-0.406,0.1492,1023,986,1023,1023,1023
-0.0588,0.0935,0.8736,1023,1023,1023,1023,1023
-2.8323,-0.3009,-0.7366,1023,1023,1023,1023,1023
0.0019,0.0217,0.0036,957,705,1023,1023,903
0.2153,0.0238,0.2432,899,648,1023,1023,1023
0.4253,0.1355,-1.1974,1023,1023,1023,1023,1023
-0.0038,0.015,0.0113,1022,938,967,1023,754
0.2462,0.0651,0.2397,909,677,1023,1023,1023
1.2314,0.0167,0.3977,1023,1023,1023,1023,1023
-2.4486,0.2271,0.2521,1023,1023,1023,1023,1023
-0.0081,0.0004,0.0211,1023,925,946,1023,745
0.0188,-0.0071,0.006,962,744,1023,1023,923
0.8784,0.2848,0.4598,1023,1023,1023,1023,1023
-3.564,-0.3032,-0.66,1023,1023,1023,1023,1023
-0.0017,0.0053,0.0173,1003,906,925,1023,733
-0.0033,0.0149,-0.0219,944,727,1023,1023,952
1.2994,0.982,0.9464,1023,1023,1023,1023,1023
-0.1118,-0.8512,0.4384,1023,1023,1023,1023,1023
0.0281,0.001,0.6155,1023,1023,1023,1023,1023
0.0254,0.0022,0.0099,949,659,1023,1023,1001
2.8077,1.7526,1.6196,1023,1023,1023,1023,1023
0.0196,0.1534,-0.819,1023,1023,972,1023,949
0.0142,0.0036,-0.0,983,857,950,1023,827
2.3293,0.785,3.0297,1023,1023,1023,1023,1023
-0.5043,-0.4201,1.2533,1023,1023,1023,1023,1023
-0.2213,0.3868,1.9152,1023,1023,1023,1023,1023
0.02,-0.0195,0.0021,1002,948,878,1023,773
0.7285,0.2864,1.2075,1023,1023,1023,1023,1023
-0.1362,-0.3258,0.9461,1023,1023,1023,1023,1023
-2.3491,-0.0015,-0.2983,1023,1023,1023,1023,1023
-0.036,0.0366,-0.04,977,714,1023,1023,952
0.088,0.1641,1.28,1023,1020,1023,1023,1023
-0.4406,-0.1203,0.718,1023,1023,1023,1023,1023
-2.0849,-0.3613,-0.7365,1023,1023,1023,1023,1023
0.0142,0.008,0.0136,992,858,995,1023,792
0.0457,-0.0371,0.0944,948,705,1023,1023,894
-0.2513,-0.0996,2.9927,1023,973,1023,1023,1023
-0.2187,0.1815,0.6989,1023,1023,1023,1023,1023
-1.967,-0.7998,-0.9011,1023,1023,1023,1023,1023
0.0019,0.0113,0.029,1002,849,995,1023,779
0.0107,0.0108,0.0233,987,722,1023,1023,853
1.1562,1.1819,0.3458,1023,1023,1023,1023,1023
-1.14,-2.0432,-0.2904,1023,1023,1023,1023,1023
0.0107,-0.0128,0.0039,1006,917,1023,1023,1023
0.0195,-0.0133,0.0001,984,724,999,1023,832
0.0675,0.0272,0.0202,1023,735,1023,1023,961
0.5196,0.6703,0.1482,1023,1023,1023,1023,1023
-0.485,-0.2137,-0.0442,1023,1023,1023,1023,1023
-1.2341,-0.5044,-0.9514,1023,1023,1023,1023,1023
0.0077,0.0179,0.0154,1023,812,974,1023,756
0.0179,-0.0053,0.0137,984,620,1023,1023,1023
1.7061,0.0602,-0.2846,1023,1023,1023,1023,1023
-1.5765,-0.2077,0.6363,1023,1023,1023,1023,1023
-0.0265,-0.0013,0.0149,1023,842,1023,1023,901
0.0086,-0.0136,0.0194,1008,676,1023,1023,870
0.0781,-0.0511,0.048,1012,611,1023,1023,1023
0.9518,0.1378,-0.1774,1023,1023,1023,1023,1023
0.003,-0.0247,0.0097,1023,936,955,1023,767
0.0176,-0.0201,0.045,924,644,1023,1023,1023
-1.9688,-0.132,0.2451,1023,1023,1023,1023,1023
0.0255,0.0021,0.0021,979,756,1008,1023,862
0.0291,-0.026,0.014,934,654,1023,1023,1023
-1.5029,-1.5669,0.3391,1023,1023,1023,1023,1023
0.2028,-0.1755,-1.0026,1023,1022,925,1023,774
0.008,0.0135,-0.0158,994,759,1023,1023,920
1.7988,0.1913,-0.1938,1023,1023,1023,1023,1023
-1.4383,-0.7823,0.2457,1023,1023,1023,1023,1023
-0.0965,0.0512,0.0137,1023,1023,902,1023,819
-0.001,-0.0113,0.0271,946,632,1023,1023,1023
-1.1636,-1.001,0.8758,1023,1023,1023,1023,1023
-0.3088,1.1982,0.116,1023,1023,1023,1023,1023
0.0216,-0.0082,-0.0097,1001,874,940,1023,793
0.0523,-0.0411,0.0495,923,671,1023,1023,956
-0.5955,-0.6777,1.6668,1023,1007,1023,1023,1023
-2.4283,-0.2957,-0.658,1023,1023,1023,1023,1023
0.0329,0.0096,0.0002,1013,894,924,1023,755
0.0303,-0.0191,0.0179,963,785,986,1023,833
0.0331,-0.0607,0.2095,1021,756,1023,1023,1023
0.6763,0.1372,0.3204,1023,1023,1023,1023,1023
-2.5526,1.0162,0.3241,1023,1023,1023,1023,1023
0.0055,-0.0064,0.0233,1014,891,956,1023,749
-0.0627,0.0039,-0.0012,961,697,1023,1023,1023
-0.7194,-0.9625,0.4001,1023,1023,1023,1023,1023
0.0228,-0.0117,0.0138,973,800,1008,1023,823
0.0153,-0.0087,0.0,969,717,1023,1023,916
0.2428,0.0072,0.7712,1023,1023,1023,1023,1023
-2.502,-0.1123,-0.8395,1023,1023,1023,1023,1023
0.0187,-0.0071,0.0118,1011,885,903,1023,760
0.0411,-0.0324,0.1216,969,773,986,1023,862
1.204,-0.252,0.111,1023,1023,1023,1023,1023
-0.0021,-0.0122,-0.0119,979,758,1014,1023,787
0.3356,0.0461,0.3974,865,724,1023,1023,1023
-1.542,-0.9332,0.7975,1023,1023,1023,1023,1023
-0.0091,-0.0065,0.0074,979,764,1023,1023,866
0.0039,-0.0221,0.0136,888,654,1023,1023,1023
1.9864,0.8328,1.9557,1023,1023,1023,1023,1023
-1.9567,-0.4058,-0.5723,1023,1023,1023,1023,1023
0.0008,-0.0045,-0.008,917,723,1023,1023,916
0.1434,-0.101,0.2914,998,884,1023,1023,1023
0.2777,-0.0619,0.4438,1023,1023,1023,1023,1023
-1.9067,0.2816,0.0631,1023,1023,1023,1023,1023
0.0063,0.0215,0.0018,1017,932,947,1023,726
0.0054,0.0041,0.0057,978,843,996,1023,847
0.0297,-0.0811,0.022,891,779,1023,1023,1023
1.3096,-0.3813,-0.1799,1023,1023,1023,1023,1023
-0.2866,0.3714,0.0625,1023,1023,959,1023,850
0.0189,0.0121,0.0098,950,688,1023,1023,993
-0.3197,-0.6668,1.132,1023,1023,1023,1023,1023
0.0126,0.0116,0.0155,1018,876,929,1023,761
0.0153,0.0358,-0.0255,984,731,1014,1023,834
-0.087,-0.1369,0.204,1023,709,1023,1023,1023
0.1921,0.4938,0.2687,1023,1023,1023,1023,1023
-1.8127,0.3012,0.0449,1023,1023,1023,1023,1023
-0.0099,-0.0169,0.0778,977,805,1000,1023,868
1.7538,-0.2606,-0.3356,1023,1023,1023,1023,1023
-0.0174,0.1272,0.5186,1023,1023,1023,1023,1023
0.0198,0.0103,0.0,1012,926,901,1023,760
0.014,-0.0068,0.0313,929,749,1006,1023,890
0.6355,-0.1375,-0.1931,1023,1023,1023,1023,1023
-0.2918,-0.0503,-0.071,1023,1023,1023,1023,1023
