ax,ay,az,fsr1,fsr2,fsr3,fsr4,fsr5
0.0774,0.0624,0.0144,1023,1013,789,1023,827
0.0793,0.0483,0.0145,1023,998,1023,1023,1023
1.307,-0.1227,0.1024,1023,1023,1023,1023,1023
-0.6286,0.135,0.4818,1023,1023,1023,1023,1023
0.0859,0.0576,0.0165,1023,1018,747,1023,862
0.7213,0.2717,0.178,1023,1014,1023,1023,1023
0.3181,-0.1807,0.3432,1023,1023,1023,1023,1023
-0.8525,-0.1141,-0.101,1023,1023,1023,1023,1023
0.123,0.0906,-0.0163,1023,1023,752,1023,876
0.1444,0.0691,-0.1057,1023,1023,914,1023,1022
0.4925,-0.0708,0.281,1023,1023,1023,1023,1023
-1.0098,-0.0259,-0.1584,1023,1023,1023,1023,1023
-0.1133,0.5998,0.9024,1023,1023,917,1023,955
0.1048,0.0559,0.0832,1023,1023,740,1023,888
0.1463,0.0402,-0.0997,1023,1023,809,1023,981
-0.4391,-0.0617,-0.1905,1023,1023,1023,1023,1023
0.0921,0.0581,0.0108,1023,1023,727,1023,867
0.0962,0.0431,0.0382,1023,1023,784,1023,916
0.1065,-0.1071,0.3514,1023,1023,1023,1023,1023
-0.7384,-0.142,-0.2104,1023,1023,1023,1023,1023
0.1246,0.0385,-0.1684,1023,1023,837,1023,974
0.0986,0.0482,0.0089,1023,1023,735,1023,893
0.112,0.0518,0.0033,1023,1023,767,1023,954
1.4239,0.4574,0.0887,1023,1023,1023,1023,1023
0.1842,0.0721,0.1489,1023,1023,1023,1023,1023
0.0727,0.0626,0.0378,1023,1023,786,1023,908
0.075,0.0721,0.0339,1023,1023,758,1023,878
1.3613,1.086,0.8572,1023,1023,1023,1023,1023
-0.7031,0.0723,-0.1618,1023,1023,1023,1023,1023
0.0726,0.0682,0.1726,1023,1023,731,1023,892
1.0529,0.2213,0.0036,1023,1023,1023,1023,1023
-0.8088,0.4135,0.2027,1023,1023,1023,1023,1023
0.0953,0.0658,-0.0029,1023,1023,743,1023,895
2.2893,0.7001,0.9002,1023,1023,1023,1023,1023
0.3001,0.0228,0.5786,1023,1023,1023,1023,1023
-0.9657,0.0945,-0.0799,1023,1023,1023,1023,1023
-0.1031,0.0059,1.4202,1023,1023,748,1023,898
0.106,0.0853,-0.0048,1023,1023,744,1023,921
0.078,0.0028,0.0068,1023,1023,992,1023,1023
-0.7253,-1.6092,-0.1252,1023,1023,1023,1023,1023
0.0965,0.0085,0.1809,1023,1023,796,1023,981
0.2158,-0.4892,-0.214,1023,1023,1023,1023,1023
0.0308,0.0716,-0.0,1023,986,1023,1023,1023
0.0458,0.0762,0.0119,1023,989,1023,1023,1023
0.7227,-0.3273,0.559,1023,1023,1023,1023,1023
-0.0519,0.3004,0.2695,1023,1023,1023,1023,1023
0.2151,0.0755,-0.0187,1023,1023,1023,1023,1023
0.0724,0.0478,0.0593,1023,1023,824,1023,959
0.0677,0.0558,-0.0033,1023,1023,951,1023,1020
1.0514,0.2915,0.0542,1023,1023,1023,1023,1023
-0.6018,0.004,0.0842,1023,1023,1023,1023,1023
0.146,0.4123,1.0594,1023,1023,1023,1023,1023
0.0853,0.0681,0.034,1023,1023,743,1023,881
0.0859,0.0724,0.0086,1023,1023,770,1023,897
0.1766,-0.0018,0.1197,1023,1011,1023,1023,1023
-0.2068,0.2448,0.4333,1023,1023,1023,1023,1023
0.2938,-0.1617,0.1103,1023,1023,1023,1023,1023
0.0758,0.0808,0.0124,1023,1015,749,1023,851
0.0971,0.0857,0.003,1023,1023,1023,1023,1023
-0.9574,0.135,0.1954,1023,1023,1023,1023,1023
0.0794,0.0779,-0.0091,1023,1023,730,1023,850
0.0693,0.0758,0.0123,1023,1023,735,1023,859
0.5259,0.5526,0.1506,1023,1023,1023,1023,1023
-1.202,-0.2018,-0.5749,1023,1023,1023,1023,1023
0.243,-0.0893,0.3984,1023,1023,868,1023,984
0.1053,0.0811,0.0265,1023,1023,737,1023,928
0.1025,0.0689,-0.0067,1023,1023,766,1023,915
1.7723,1.2337,2.0643,1023,1023,1023,1023,1023
0.0028,0.3982,0.604,1023,1023,1023,1023,1023
-1.2599,0.1795,-0.0047,1023,1023,1023,1023,1023
0.3211,0.1269,-0.3747,1023,1023,836,1023,984
