ax,ay,az,fsr1,fsr2,fsr3,fsr4,fsr5
0.0503,0.0567,-0.0036,1010,958,820,1023,958
0.0527,0.0409,0.016,924,751,1023,1023,1023
-0.5728,-0.6985,1.2727,1023,1023,1023,1023,1023
0.4566,-0.4191,-0.5603,1023,1023,1023,1023,1023
0.0787,0.0649,-0.0031,1023,1013,756,1023,924
0.1248,0.0656,0.1831,1009,926,1023,1023,1023
-2.6798,0.0414,-0.5966,1023,1023,1023,1023,1023
0.0758,0.0655,0.1823,1023,1023,810,1023,910
0.0541,0.0522,0.0141,942,772,1023,1023,1023
0.0518,0.0027,-0.5561,1023,1023,1023,1023,1023
-0.4711,-0.4976,0.0605,1023,1023,1023,1023,1023
-1.9418,-0.0776,-1.1337,1023,1023,1023,1023,1023
0.0676,0.0794,0.022,1023,979,814,1023,891
0.066,0.0742,-0.0014,985,839,972,1023,980
1.0666,0.1484,-0.2109,1023,1023,1023,1023,1023
-0.632,0.9655,0.2974,1023,1023,906,1023,981
0.076,0.0615,-0.013,1023,976,814,1023,944
0.4351,0.126,0.5002,1023,1021,1023,1023,1023
-1.6607,0.3555,-0.6522,1023,1023,1023,1023,1023
0.0803,0.0656,0.0047,1023,997,754,1023,888
0.0577,0.0685,0.0121,985,861,908,1023,978
0.4495,0.2466,0.4122,976,757,1023,1023,1023
1.2868,0.0405,0.2423,1023,1023,1023,1023,1023
-1.302,-0.673,0.6108,1023,1023,1023,1023,1023
0.0275,0.2603,-0.1804,1023,1023,810,1023,913
0.0549,0.0696,0.0199,939,755,1023,1023,1023
1.8375,0.0819,3.0244,1023,1023,1023,1023,1023
-0.7269,-0.5717,1.3012,1023,1023,1023,1023,1023
-0.5027,-0.5017,-0.4478,1023,1023,1023,1023,1023
-0.0244,0.0176,0.0032,1023,967,773,1023,889
0.4359,0.3228,0.5289,942,836,1023,1023,1023
0.6912,0.1061,0.5024,1023,1023,1023,1023,1023
-3.9947,-0.5987,-2.8592,1023,1023,1023,1023,1023
-0.0182,0.0374,0.0013,1023,978,775,1023,899
-0.0181,0.0523,-0.0066,972,753,1010,1023,976
-0.3533,-0.41,1.0876,1023,1023,1023,1023,1023
-0.0226,0.0332,-0.0007,992,832,937,1023,961
1.1192,0.4639,-0.5978,1023,1023,1023,1023,1023
-0.29,-0.3201,0.9105,1023,1023,933,1023,1000
-0.0146,0.0434,0.0209,933,728,1023,1023,1023
-0.9054,-0.8207,1.2874,1023,1023,1023,1023,1023
-0.0336,0.039,-0.0087,984,806,968,1023,964
-0.0282,0.0458,0.0051,918,697,1023,1023,1023
1.0926,0.1235,-0.2143,1023,1023,1023,1023,1023
-2.0423,-0.39,0.5945,1023,1023,1023,1023,1023
-0.0259,-0.0069,-0.0338,1023,1008,773,1023,886
-0.0436,0.0325,-0.0049,954,780,1023,1023,1014
0.0815,0.0381,0.1786,949,747,1023,1023,1023
0.6224,-0.2843,0.7389,1023,1023,1023,1023,1023
-2.9573,-0.5244,-0.2259,1023,1023,1023,1023,1023
-0.0459,-0.0055,0.128,1023,968,790,1023,879
-0.0206,0.0383,-0.0026,967,780,1023,1023,1015
0.1464,0.0674,0.2616,940,719,1023,1023,1023
-3.8647,0.0776,-0.8905,1023,1023,1023,1023,1023
0.0522,0.0767,-0.0056,978,793,1011,1023,991
0.6966,-0.4516,0.3734,1023,1023,1023,1023,1023
0.0355,0.056,0.1564,1023,1004,749,1023,899
0.093,0.096,0.1318,916,691,1023,1023,1023
-0.7918,-1.0957,1.6456,1023,1023,1023,1023,1023
0.0645,0.0673,0.0161,1019,931,849,1023,948
2.4662,0.394,3.0331,1023,1023,1023,1023,1023
-0.4673,0.1611,1.5469,1023,1023,914,1023,968
0.0811,0.0595,-0.007,1023,928,852,1023,919
0.0647,0.0525,0.0104,932,700,1023,1023,1023
0.8253,-0.0746,0.8528,1023,1023,1023,1023,1023
-0.6392,-0.5163,1.0757,1023,1023,1023,1023,1023
-0.013,-0.1975,0.596,1023,1023,1023,1023,1023
0.0825,0.0604,0.0125,1023,970,760,1023,873
-0.1356,-0.0683,0.1268,990,713,1023,1023,1023
0.6082,-0.1705,0.164,1023,1023,1023,1023,1023
-1.5424,-1.0734,-0.294,1023,1023,1023,1023,1023
0.0547,0.0801,0.0081,1020,938,836,1023,965
0.0439,0.071,0.008,953,700,1023,1023,1023
0.9848,-0.305,2.1608,1023,1023,1023,1023,1023
1.0721,0.1171,0.6781,1023,1023,1023,1023,1023
0.0865,0.0514,0.0126,1023,980,758,1023,874
0.0662,0.0742,-0.019,1023,824,908,1023,954
0.2587,0.1377,0.2377,969,697,1023,1023,1023
0.8981,-0.3564,0.2141,1023,1023,1023,1023,1023
0.0939,0.0633,0.0244,1023,1009,761,1023,889
0.0894,0.0696,-0.003,1013,868,886,1023,963
0.0926,0.0948,0.04,931,670,1023,1023,1023
1.0632,0.2667,-0.1722,1023,1023,1023,1023,1023
-0.4361,0.2735,0.9805,1023,1023,892,1023,950
0.0678,0.0497,0.0221,962,739,1023,1023,1017
-0.4588,-0.2006,0.8469,1023,1023,1023,1023,1023
0.0514,0.068,0.014,1023,972,776,1023,861
-0.0816,-0.0464,0.1569,978,742,1023,1023,1023
0.1396,0.0595,-0.2307,1023,1023,1023,1023,1023
-1.1944,-1.0854,0.522,1023,1023,1023,1023,1023
0.0429,0.0684,0.0041,1023,904,888,1023,929
2.3044,-0.0737,3.0321,1023,1023,1023,1023,1023
-1.4743,-0.2476,-0.2547,1023,1023,1023,1023,1023
0.0591,0.0606,0.0025,1006,888,873,1023,950
0.4747,0.2648,0.4907,964,712,1023,1023,1023
0.53,0.2527,-0.7938,1023,1023,1023,1023,1023
-1.4961,-1.0689,0.6755,1023,1023,1023,1023,1023
-1.2708,-1.2816,2.9808,1023,1023,790,1023,919
-0.0439,0.0237,-0.0166,995,893,979,1023,990
-0.0422,0.0333,0.0166,893,712,1023,1023,1023
0.8631,0.3927,-0.3359,1023,1023,1023,1023,1023
-0.8521,-0.9334,0.7066,1023,1023,1023,1023,1023
-0.0275,0.044,0.007,970,815,1004,1023,1006
-0.0051,0.3912,-0.5876,1023,1023,1023,1023,1023
-0.0219,0.1574,0.0184,1023,1023,766,1023,928
0.2043,0.0907,0.2741,934,704,1023,1023,1023
-1.0635,-0.9451,0.4806,1023,1023,1023,1023,1023
0.0141,-0.6469,2.2309,1023,1023,890,1023,956
0.0762,0.051,-0.0031,939,730,1023,1023,1023
-0.3839,-0.4311,1.8021,1023,999,1023,1023,1023
-0.269,-0.259,0.5492,1023,1023,1023,1023,1023
0.0481,0.0411,0.0258,1023,1001,850,1023,927
0.0277,0.0298,0.0099,970,850,941,1023,991
