ax,ay,az,fsr1,fsr2,fsr3,fsr4,fsr5
0.0776,0.0623,0.0027,1023,995,752,1023,810
0.0205,0.1884,-0.0279,1023,963,815,1023,781
0.2536,-0.2057,0.2407,1023,1023,1023,1023,1023
0.3303,0.1728,-0.0328,1023,1023,1023,1023,1023
0.6106,0.12,-0.1123,1023,1023,1023,1023,1023
0.163,0.2161,-0.0962,1023,1023,1023,1023,1023
-0.0201,0.6355,0.5951,1023,1023,943,1023,997
0.1025,0.0793,-0.0223,1023,1023,778,1023,818
1.7333,-0.2061,0.1504,1023,1023,1023,1023,1023
-0.3305,-0.007,0.0865,1023,1023,1023,1023,1023
0.3017,0.119,0.9494,1023,1023,1023,1023,1023
0.0675,0.051,0.1627,1023,1023,733,1023,833
0.624,0.4177,0.2697,1023,1007,1023,1023,1023
-0.8149,-0.023,-0.3077,1023,1023,1023,1023,1023
0.0925,0.0817,0.0029,1023,1023,761,1023,808
1.1413,-0.1814,0.2172,1023,1023,1023,1023,1023
-0.3125,0.1542,-0.156,1023,1023,1023,1023,1023
-0.2041,0.2398,0.2399,1023,1023,1023,1023,1023
0.0822,0.0708,0.0125,1023,1023,762,1023,824
2.8114,0.6698,1.4201,1023,1023,1023,1023,1023
0.0792,0.0316,0.6944,1023,1023,1023,1023,1023
-0.045,0.0338,0.8115,1023,1023,740,1023,825
2.055,1.0856,0.6823,1023,1023,1023,1023,1023
0.1492,-0.2028,-0.0071,1023,1023,1023,1023,1023
-0.9973,-0.0529,-0.2049,1023,1023,1023,1023,1023
0.0362,0.0346,0.3244,1023,1023,764,1023,847
0.0887,0.0817,-0.0304,1023,1023,770,1023,799
0.703,0.7646,0.3636,1023,1023,1023,1023,1023
0.1895,-0.025,0.2294,1023,1023,1023,1023,1023
-0.8512,-0.2279,-0.4365,1023,1023,1023,1023,1023
0.094,0.0869,0.038,1023,1023,752,1023,829
0.3387,0.2474,0.2327,1023,1023,1023,1023,1023
-0.642,0.0224,-0.3697,1023,1023,1023,1023,1023
-0.0928,0.4542,0.8035,1023,1023,903,1023,961
0.0951,0.0659,0.0147,1023,1023,732,1023,848
0.0952,0.0614,-0.0107,1023,1023,754,1023,831
-0.0263,-0.1975,0.3301,1023,1023,1023,1023,1023
-0.582,-0.1619,-0.0966,1023,1023,1023,1023,1023
0.0015,-0.0822,0.8243,1023,1023,730,1023,856
0.2709,0.4314,0.0728,1023,1023,1023,1023,1023
0.2714,-0.0828,0.4516,1023,1023,1023,1023,1023
