ax,ay,az,fsr1,fsr2,fsr3,fsr4,fsr5
0.0004,0.0209,-0.012,1023,821,1019,1023,783
0.9079,0.7308,0.6795,1023,1023,1023,1023,1023
-0.5171,0.9304,0.3793,1023,1023,1023,1023,1023
0.0138,-0.0007,0.0137,1023,995,894,1023,747
0.0118,0.0089,-0.0001,954,720,1023,1023,872
2.1709,0.898,2.728,1023,1023,1023,1023,1023
0.1988,-0.2587,-0.4026,1023,1023,1023,1023,993
0.0118,0.0089,0.0038,1020,904,979,1023,754
-0.0441,0.049,-0.1554,925,690,1023,1023,928
0.0603,0.2624,0.1814,1023,1023,1023,1023,1023
-0.0197,-0.0025,0.019,1023,989,1006,1023,731
0.0234,-0.0179,0.0139,827,633,1023,1023,1023
1.5219,-0.2053,1.6883,1023,1023,1023,1023,1023
-1.0957,-0.6231,1.5613,1023,1023,1023,1023,1023
-0.2859,1.0805,0.3395,1023,1023,1022,1023,1001
0.0329,-0.0007,0.0218,889,664,1023,1023,1000
-0.1438,-0.1537,0.3653,1023,1023,1023,1023,1023
0.0072,0.0049,0.0076,1023,910,1001,1023,707
0.1914,-0.1766,1.064,977,729,1023,1023,863
0.1566,-0.0005,0.1643,834,621,1023,1023,1023
0.5791,-0.1977,-0.5239,1023,1023,1023,1023,1023
-1.3611,-0.0285,1.4243,1023,1023,1023,1023,1023
-0.6883,0.1633,1.7525,1023,1023,1019,1023,796
0.014,-0.0007,0.002,1012,722,1023,1023,925
0.0206,-0.0212,0.0138,893,608,1023,1023,1023
2.0392,0.8241,3.025,1023,1023,1023,1023,1023
-0.8047,-0.0299,1.1926,1023,1023,1023,1023,1023
0.2593,0.2546,0.0713,1023,1023,1023,1023,1023
0.0375,-0.0263,0.0356,892,695,1023,1023,973
-0.344,-0.0882,0.1256,1010,704,1023,1023,1023
0.6667,-0.0536,0.4283,1023,1023,1023,1023,1023
-1.1376,-0.8549,0.6941,1023,1023,1023,1023,1023
0.0541,-0.1412,-0.4482,1023,1023,909,1023,754
0.0075,-0.0013,0.0214,881,619,1023,1023,1023
0.5625,0.3382,1.0837,1023,1023,1023,1023,1023
-0.4676,-0.1089,0.9149,1023,1023,1023,1023,1023
0.3154,0.2597,1.0801,1023,1023,1023,1023,1023
-0.006,0.0055,0.0172,1023,805,1023,1023,740
-0.1232,-0.13,0.137,999,655,1023,1023,1023
-1.4211,-1.0332,0.6336,1023,1023,1023,1023,1023
0.0087,-0.0031,-0.006,1007,741,1023,1023,862
1.1481,0.3439,-0.5462,1023,1023,1023,1023,1023
-1.496,-0.7579,1.1609,1023,1023,1023,1023,1023
-1.1223,-0.1362,2.9793,1023,1023,1019,1023,819
0.0143,0.0036,-0.0059,939,614,1023,1023,1023
2.4718,-0.9161,3.0375,1023,1023,1023,1023,1023
-0.9772,-0.2086,1.132,1023,1023,1023,1023,1023
-0.001,0.0184,0.0114,996,722,1023,1023,917
2.0692,0.818,2.5939,1023,1023,1023,1023,1023
-0.437,0.6286,0.6004,1023,1023,1023,1023,1023
0.0127,-0.0033,0.0195,1000,674,1023,1023,865
-0.3101,-0.3619,0.4884,1023,767,1023,1023,1023
-0.0579,0.7911,0.4319,1023,1023,1023,1023,1023
-2.9074,0.3269,-0.5698,1023,1023,1023,1023,1023
-0.0004,0.0123,0.0114,1023,904,1023,1023,732
0.0062,0.0022,0.0037,1018,761,1023,1023,819
-0.0173,-0.0628,0.0661,995,619,1023,1023,1023
-0.6376,-0.216,1.4849,1023,1023,1023,1023,1023
-0.1877,0.6637,-0.6284,1023,1023,1019,1023,980
0.0258,0.0065,-0.0038,1019,879,1007,1023,781
-0.3295,-0.7895,0.7982,1023,784,1023,1023,1023
0.0455,0.3713,0.4153,1023,1023,1023,1023,1023
0.0135,-0.0051,0.0117,1023,956,954,1023,721
0.0371,-0.0159,0.0414,887,629,1023,1023,1023
1.0711,0.1188,-0.4802,1023,1023,1023,1023,1023
-1.6704,-1.4082,0.9357,1023,1023,1023,1023,1023
-0.0991,-0.0858,1.1373,1023,1018,986,1023,756
0.0114,-0.0102,0.0176,935,631,1023,1023,1023
1.7027,-0.2345,1.7244,1023,1023,1023,1023,1023
0.16,0.3226,0.7649,1023,1023,1023,1023,1023
0.0195,0.0163,-0.0195,974,778,1015,1023,804
0.0946,0.1166,0.3115,972,655,1023,1023,1023
1.002,-0.3655,-0.0304,1023,1023,1023,1023,1023
-0.345,-0.2917,0.9311,1023,1023,968,1023,856
0.0222,0.0093,0.0118,1022,904,998,1023,779
0.0082,0.0222,-0.0041,979,697,1023,1023,881
0.0266,-0.2739,0.4952,1023,801,1023,1023,1023
0.2288,0.4631,0.2831,1023,1023,1023,1023,1023
0.0023,0.0112,-0.0003,1023,928,1012,1023,735
-0.0026,0.0131,-0.014,997,763,1023,1023,872
0.0022,-0.0438,0.0526,932,637,1023,1023,1023
-1.0611,-0.7626,1.0212,1023,1023,1023,1023,1023
0.0075,0.0092,-0.0021,1006,814,1023,1023,884
-0.0739,-0.2002,2.0073,1023,961,1023,1023,1023
-3.9865,-0.1652,-1.165,1023,1023,1023,1023,1023
-0.013,0.0188,-0.061,975,716,1023,1023,871
-0.2253,-0.0767,0.1196,1014,780,1023,1023,1023
0.3831,0.1234,0.0639,1023,1023,1023,1023,1023
-1.8561,-0.5448,0.0939,1023,1023,1023,1023,1023
0.0007,0.0043,0.029,1023,994,920,1023,750
0.0341,0.0017,0.0101,993,835,1001,1023,829
0.0335,-0.007,0.0159,924,640,1023,1023,1023
-1.1258,-0.8193,1.1786,1023,1023,1023,1023,1023
0.0133,0.0054,0.0077,1017,788,1023,1023,817
0.0468,-0.0598,1.1824,1023,1016,1023,1023,1023
-2.7235,-0.0463,-0.9428,1023,1023,1023,1023,1023
0.0137,0.0141,0.0116,1020,885,980,1023,727
0.0193,0.0209,0.0117,993,749,1023,1023,835
1.0916,0.2182,0.8695,1023,1023,1023,1023,1023
0.0102,0.0125,0.0019,1014,868,1003,1023,719
0.2745,0.0717,0.2968,906,683,1023,1023,1023
0.8736,-0.1921,-0.0955,1023,1023,1023,1023,1023
-0.0134,0.0277,-0.0025,1023,974,928,1023,748
0.0306,0.0001,0.0041,892,687,1023,1023,1023
-0.307,0.2098,0.7913,1023,1023,1023,1023,1023
0.0257,0.0065,0.006,1008,884,962,1023,770
0.0007,-0.1072,0.1739,1002,706,1023,1023,1023
-2.4773,0.0015,0.692,1023,1023,1023,1023,1023
-0.025,0.0858,-0.0829,981,731,1023,1023,901
0.0273,0.0161,0.0431,863,658,1023,1023,1023
1.2134,-0.2159,-0.3128,1023,1023,1023,1023,1023
-0.9662,0.427,2.9798,1023,1023,995,1023,794
0.0176,-0.0097,0.0196,898,662,1023,1023,1013
-0.3952,-0.5338,0.6771,1023,1023,1023,1023,1023
-2.5629,0.0453,-0.9601,1023,1023,1023,1023,1023
0.0197,0.0104,0.0059,1019,927,974,1023,762
0.156,-1.1137,1.2599,1023,915,1023,1023,1023
-2.7088,-0.4771,-0.5309,1023,1023,1023,1023,1023
-0.0165,0.0261,-0.0338,948,772,1021,1023,879
0.3173,0.0312,0.3366,913,660,1023,1023,1023
1.1711,-0.2214,0.1299,1023,1023,1023,1023,1023
-0.0024,0.0115,0.0212,1023,949,985,1023,721
0.0171,0.0113,0.0098,882,679,1023,1023,1023
-2.5458,-1.2103,0.8864,1023,1023,1023,1023,1023
-0.0318,-0.272,1.1058,1023,1023,937,1023,767
0.0158,0.0237,0.0175,993,884,974,1023,814
1.7676,-0.0886,-0.1601,1023,1023,1023,1023,1023
1.2668,0.8328,-0.5753,1023,1023,1023,1023,1017
0.0345,-0.0087,0.0042,928,778,1017,1023,914
-0.7686,-0.0237,2.9844,1023,901,1023,1023,1023
0.07,0.0629,0.7058,1023,1023,1023,1023,1023
-2.2725,-0.6174,-0.6369,1023,1023,1023,1023,1023
0.1137,0.0196,0.0112,1023,1017,884,1023,762
-0.04,0.044,0.0127,913,681,1023,1023,1023
-0.7426,-0.9503,0.9134,1023,1023,1023,1023,1023
0.0909,0.0137,-0.0048,1023,953,927,1023,812
0.1134,0.4956,1.1113,1023,1023,1023,1023,1023
-1.8557,-0.7729,-0.5519,1023,1023,1023,1023,1023
0.0255,0.0126,-0.0214,1004,748,1023,1023,841
-0.9892,-0.1333,2.9814,1023,981,1023,1023,1023
-0.4153,0.5721,0.8255,1023,1023,1023,1023,1023
-2.583,-0.2918,-1.1585,1023,1023,1023,1023,1023
0.0277,-0.0032,0.0061,1023,999,900,1023,723
0.036,-0.0212,-0.0191,968,805,1015,1023,866
0.0791,-0.0485,0.046,875,668,1023,1023,1023
1.3423,-0.182,-0.2269,1023,1023,1023,1023,1023
0.0552,-0.0688,-0.509,1023,1023,1023,1023,1010
0.0099,-0.0066,0.0136,960,837,992,1023,821
0.0175,-0.0141,0.0118,877,699,1023,1023,1004
-0.1662,-0.306,1.2523,1023,1023,1023,1023,1023
-0.1646,0.1604,0.6921,1023,1023,1023,1023,1023
-2.7928,-0.067,-0.8305,1023,1023,1023,1023,1023
0.0386,-0.009,0.0219,990,913,950,1023,785
0.1736,-0.0635,0.159,931,721,1023,1023,1023
-0.777,-0.3336,0.9597,1023,1023,1023,1023,1023
0.0119,-0.0059,0.0078,1020,931,954,1023,785
0.0943,-0.2464,0.2834,1023,997,1023,1023,1023
-1.6301,-0.0948,-0.4334,1023,1023,1023,1023,1023
0.0114,-0.0042,-0.0099,970,877,960,1023,841
2.0898,0.5972,1.8037,1023,1023,1023,1023,1023
0.7653,0.9561,1.5184,1023,1023,1023,1023,1023
0.0239,-0.0047,0.0216,951,766,1022,1023,852
0.056,-0.1082,0.208,1009,751,1023,1023,1023
0.3195,0.2898,0.3026,1023,1023,1023,1023,1023
-1.1586,-0.127,0.4081,1023,1023,1023,1023,1023
0.0219,0.0006,0.004,1007,890,973,1023,814
0.0199,-0.0002,0.0157,938,753,1023,1023,900
0.0772,0.1489,0.2446,1023,997,1023,1023,1023
0.1179,0.8542,0.5242,1023,1023,1023,1023,1023
-2.6742,-0.2914,-0.7498,1023,1023,1023,1023,1023
0.02,-0.015,0.0138,1023,1011,934,1023,773
0.0244,-0.0197,-0.0017,947,766,1019,1023,876
0.0844,-0.4078,0.565,1023,1023,1023,1023,1023
-0.092,-0.3288,0.6304,1023,1023,981,1023,918
0.0152,0.0061,0.002,1023,953,932,1023,785
0.0512,-0.054,0.0827,935,738,1023,1023,938
-0.0348,-0.4969,0.2939,1023,938,1023,1023,1023
-0.1425,0.9534,0.3206,1023,1023,1023,1023,1023
-2.8343,-0.1147,-0.7918,1023,1023,1023,1023,1023
0.0026,0.0199,0.0095,1020,867,1023,1023,767
0.0145,-0.0069,-0.0,957,713,1023,1023,916
0.1725,-0.0914,0.2019,996,848,1023,1023,1023
0.5181,-0.0022,0.1465,1023,1023,1023,1023,1023
-2.09,0.1135,-0.1619,1023,1023,1023,1023,1023
-0.0153,-0.0429,0.0563,1023,1014,986,1023,775
0.0121,0.0133,-0.0001,999,901,1006,1023,820
0.0089,-0.0092,0.0175,883,728,1023,1023,997
1.8087,0.4692,1.9678,1023,1023,1023,1023,1023
-0.0529,-0.3091,0.881,1023,1023,1023,1023,1023
-1.9219,-0.1087,-0.3305,1023,1023,1023,1023,1023
0.0341,-0.0176,0.0003,1023,959,945,1023,722
0.0295,-0.0321,0.0218,994,879,994,1023,823
0.0743,-0.0615,0.0304,884,663,1023,1023,1023
1.3352,-0.2694,-0.3361,1023,1023,1023,1023,1023
-1.8624,-1.379,0.3291,1023,1023,1023,1023,1023
0.0161,0.0087,0.0039,996,914,962,1023,852
0.036,-0.0079,0.0237,897,741,1023,1023,987
0.4867,0.1013,2.0365,1023,1023,1023,1023,1023
-0.6474,-0.2221,1.307,1023,1023,1023,1023,1023
0.0902,0.0007,-0.0008,1020,949,901,1023,779
0.102,0.0123,0.0052,976,821,988,1023,828
