ax,ay,az,fsr1,fsr2,fsr3,fsr4,fsr5
0.0757,0.0898,0.3698,1023,918,1023,1023,1023
0.248,-0.3278,0.536,1023,1023,1023,1023,1023
-4.0474,-0.4431,-1.966,1023,1023,1023,1023,1023
0.0171,0.0157,0.0234,1023,1022,820,1023,749
0.0352,-0.0149,-0.0016,812,680,1023,1023,1023
0.735,0.3409,-0.6522,1023,1023,1023,1023,1023
-1.9918,-0.6793,0.899,1023,1023,1023,1023,1023
-0.1847,0.2377,0.7755,1023,1023,968,1023,931
0.0345,0.0104,0.01,1023,1023,791,1023,732
0.0338,0.0315,0.008,962,838,952,1023,851
0.2272,0.0647,0.3937,916,690,1023,1023,1023
-1.8114,-0.6289,-0.4618,1023,1023,1023,1023,1023
0.0126,0.0116,0.0136,1023,987,839,1023,784
0.0057,0.0277,0.0075,864,756,1023,1023,1023
0.4575,0.1874,0.2093,1023,1023,1023,1023,1023
-0.0698,-0.1971,0.2475,1023,1023,1023,1023,1023
0.0057,0.0128,0.0096,941,892,913,1023,881
0.7057,0.436,-0.9323,1023,1023,1023,1023,1023
-1.8344,-1.3513,0.81,1023,1023,1023,1023,1023
-0.1759,0.0194,0.7393,1023,1023,833,1023,776
0.0207,0.0129,0.0059,1006,967,858,1023,797
0.0325,0.0053,0.008,813,734,1023,1023,1023
-0.3761,-0.3318,1.0597,1023,1023,1023,1023,1023
0.5989,-0.21,1.1896,1023,1023,1023,1023,1023
0.0162,0.0132,0.0156,1023,1005,775,1023,740
0.0106,0.0213,0.0057,914,839,955,1023,898
0.3582,0.1572,0.4814,820,713,1023,1023,1023
0.0079,0.1389,-0.8894,1023,1023,1023,1023,1023
-1.0901,-1.1867,0.8385,1023,1023,1023,1023,1023
0.0134,0.0247,0.0097,1023,1015,762,1023,772
0.011,0.0301,0.0135,915,885,889,1023,895
0.308,0.1236,0.3929,831,762,1023,1023,1023
0.6878,0.1137,0.2366,1023,1023,1023,1023,1023
0.0091,0.0056,-0.002,966,903,855,1023,852
0.0004,0.0104,0.0114,1023,1011,923,1023,897
0.0632,-0.3064,0.1209,1023,1023,1023,1023,1023
0.3623,0.1126,-0.0927,1023,1023,1023,1023,1023
0.0912,-0.1123,-0.0376,1023,1023,1014,1023,996
0.0223,-0.0099,-0.0038,1017,1001,847,1023,762
0.0132,-0.0034,-0.0156,931,863,987,1023,839
0.0291,-0.026,0.014,814,701,1023,1023,1023
-1.1267,-0.8987,1.5871,1023,1023,1023,1023,1023
0.8975,0.2639,0.5089,1023,1023,1023,1023,1023
0.0019,0.0069,0.0135,1007,934,931,1023,750
0.047,-0.0346,0.0729,808,656,1023,1023,1023
0.912,0.1399,-0.1448,1023,1023,1023,1023,1023
-1.4214,-1.4238,1.4651,1023,1023,1023,1023,1023
0.0104,0.0021,0.0136,990,923,915,1023,834
0.8348,0.0358,0.7138,1023,1023,1023,1023,1023
-0.5077,-0.4811,1.2769,1023,1023,1023,1023,1023
-0.0124,-0.1814,0.9964,1023,1023,1021,1023,1023
-0.0157,0.0227,0.017,867,763,1018,1023,956
0.0621,-0.1613,0.3783,1022,861,1023,1023,1023
0.1323,-0.2369,0.6238,1023,1023,1023,1023,1023
-3.3544,-0.3233,-0.9809,1023,1023,1023,1023,1023
-0.0196,0.0893,0.0305,1023,1012,803,1023,730
0.0178,0.02,-0.0098,963,917,934,1023,847
0.0303,-0.0191,0.0159,785,676,1023,1023,1023
1.6397,0.5784,1.3261,1023,1023,1023,1023,1023
-1.5091,-1.5787,0.7044,1023,1023,1023,1023,1023
0.2243,0.0077,-0.0554,1018,1005,939,1023,860
0.0224,-0.0055,0.004,944,864,977,1023,850
0.8755,0.6191,1.1559,1023,1023,1023,1023,1023
-0.1663,-0.6076,-0.1043,1023,1023,1023,1023,1023
0.4507,-0.0997,0.3938,1023,1023,1023,1023,1023
-0.1495,-0.188,0.1739,1023,1023,1023,1023,1023
-0.1183,-0.0342,0.7442,1023,1023,809,1023,752
0.0217,-0.0142,0.0177,1010,965,860,1023,791
0.036,-0.0228,0.0297,909,748,1023,1023,946
0.1437,0.0029,0.2188,909,779,1023,1023,1023
-3.0097,-0.5029,-0.7836,1023,1023,1023,1023,1023
-0.334,-0.0918,1.6514,1023,1023,844,1023,765
0.0088,0.0013,0.0038,992,900,910,1023,801
-0.5279,-0.5993,1.8493,1023,1007,1023,1023,1023
-3.1056,-0.7596,-1.124,1023,1023,1023,1023,1023
0.0175,0.0201,0.0078,1019,999,830,1023,752
0.0161,-0.0061,0.0137,878,777,1023,1023,979
0.2411,0.0627,0.226,802,664,1023,1023,1023
0.6444,0.4394,-0.4703,1023,1023,1023,1023,1023
-1.9445,-0.2658,0.7167,1023,1023,1023,1023,1023
0.0148,-0.0608,0.1447,1023,1023,880,1023,748
0.0293,-0.0111,-0.0076,795,672,1023,1023,1023
1.9424,0.5601,1.1492,1023,1023,1023,1023,1023
-0.403,-0.3693,1.2586,1023,1023,1023,1023,1023
-0.331,-0.4007,0.3026,1023,1023,1023,1023,1023
0.039,-0.0151,0.0375,1008,950,863,1023,754
0.0249,-0.0214,0.0158,825,705,1023,1023,1023
-0.8221,-0.8504,1.1736,1023,1023,1023,1023,1023
0.0102,0.0081,-0.0079,1019,986,855,1023,773
0.0051,-0.0195,0.0077,853,782,998,1023,961
0.0092,-0.0285,-0.0059,826,749,1023,1023,984
0.0194,-0.0325,0.0022,991,987,1023,1023,1014
0.0091,-0.0285,0.002,1023,1016,1023,1023,1023
