ax,ay,az,fsr1,fsr2,fsr3,fsr4,fsr5
0.1386,-0.3433,0.2785,1023,1023,1023,1023,1023
-2.1085,-0.5563,-0.744,1023,1023,1023,1023,1023
0.0322,0.0488,0.0079,890,712,1023,1023,1023
1.2361,0.3745,0.2579,1023,1023,1023,1023,1023
0.0726,0.0406,-0.0325,988,868,1023,1023,1023
0.0346,0.0671,0.0255,884,705,1023,1023,1023
0.0299,0.0586,0.0195,936,711,1023,1023,1023
1.6109,0.9129,0.3342,1023,1023,1023,1023,1023
-1.5834,-0.8805,0.1032,1023,1023,1023,1023,1023
0.0498,0.0523,0.014,915,699,1023,1023,1023
0.6954,0.1364,0.7817,1023,1023,1023,1023,1023
-1.5679,-0.5464,0.4032,1023,1023,1023,1023,1023
0.05,0.0419,0.0238,922,730,1023,1023,1023
0.0445,0.0648,-0.0017,906,690,1023,1023,1023
0.881,0.0421,0.0758,1023,1023,1023,1023,1023
-0.9665,-0.6853,0.0359,1023,1023,1023,1023,1023
-0.0044,-0.0156,0.0681,1006,868,1023,1023,1023
0.048,0.0472,0.0023,933,675,1023,1023,1023
0.0343,-0.0916,1.2116,1023,1006,1023,1023,1023
-0.3569,-0.2573,0.5264,1023,1023,1023,1023,1023
-0.0133,0.0949,-0.0086,1023,921,1023,1023,1023
-0.0357,-0.0003,-0.0008,876,737,1023,1023,1023
0.9924,1.2977,0.46,1023,1023,1023,1023,1023
-1.6075,-0.5073,-0.1212,1023,1007,1023,1023,1023
-0.0195,0.0112,-0.0006,885,683,1023,1023,1023
1.0985,0.1055,0.073,1023,1023,1023,1023,1023
-1.226,-0.5273,-0.0839,1023,1023,1023,1023,1023
-0.0409,0.0359,0.001,967,749,1023,1023,1023
-0.0341,0.0154,0.0012,905,665,1023,1023,1023
0.0359,-0.0123,0.1352,1023,944,1023,1023,1023
-0.2486,0.1178,0.2338,1023,1023,1023,1023,1023
-1.4473,-0.7458,-0.2839,1023,1023,1023,1023,1023
-0.0475,0.0266,-0.0011,972,720,1023,1023,1023
-0.0252,0.0237,0.0169,939,681,1023,1023,1023
0.6264,0.1399,0.1145,1023,1023,1023,1023,1023
0.1005,0.0918,0.0283,978,812,1023,1023,1023
0.0501,0.0715,-0.0036,914,705,1023,1023,1023
0.0173,0.0592,-0.0061,979,687,1023,1023,1023
0.3477,-0.3558,0.5084,1023,1023,1023,1023,1023
0.0429,0.0388,0.0198,918,684,1023,1023,1023
-0.6187,-0.235,2.0693,1023,960,1023,1023,1023
-1.9464,-0.4395,-1.4998,1023,1023,1023,1023,1023
0.066,0.0742,-0.0014,937,739,1023,1023,1023
0.0471,0.0534,0.0218,920,689,1023,1023,1023
1.1454,0.0583,0.3357,1023,1023,1023,1023,1023
0.0689,0.0435,-0.0032,981,835,1023,1023,1023
0.0822,0.0664,0.0008,954,674,1023,1023,1023
-0.4607,-0.9283,0.4704,1023,1023,1023,1023,1023
-0.2935,0.0068,0.0616,1023,1005,1023,1023,1023
0.0525,0.0514,0.0043,900,684,1023,1023,1023
0.3525,0.48,0.492,1023,1019,1023,1023,1023
0.2667,-0.5715,0.4081,1023,1023,1023,1023,1023
-2.0875,-1.7874,-0.2278,1023,1004,1023,1023,1023
0.0703,0.0592,0.0123,900,684,1023,1023,1023
0.0469,0.0639,0.014,944,670,1023,1023,1023
-1.0413,-0.483,-0.339,1023,1023,1023,1023,1023
0.0603,0.0675,0.0005,915,703,1023,1023,1023
0.0916,0.0819,0.0634,965,693,1023,1023,1023
1.3614,0.8976,0.3519,1023,1023,1023,1023,1023
-1.2546,-0.8095,-0.1732,1023,1023,1023,1023,1023
-0.039,-0.0007,0.0969,983,783,1023,1023,1023
0.056,0.0485,-0.0034,931,686,1023,1023,1023
0.1546,0.0675,0.1289,987,700,1023,1023,1023
1.3111,0.4142,0.5011,1023,1023,1023,1023,1023
-2.5184,-0.45,-0.0846,1023,1023,1023,1023,1023
0.0553,0.0547,0.0082,930,710,1023,1023,1023
0.1256,0.027,0.1247,1023,867,1023,1023,1023
0.2429,-0.2752,0.5885,1023,1023,1023,1023,1023
-2.0127,-0.6866,-0.912,1023,1023,1023,1023,1023
0.08,0.024,0.1181,932,726,1023,1023,1023
0.0548,0.0608,-0.0035,915,690,1023,1023,1023
-0.3342,-0.1542,0.2451,1023,1023,1023,1023,1023
-0.8627,-0.4428,0.1129,1023,1023,1023,1023,1023
0.2026,0.0284,-0.5481,1023,1023,1023,1023,1023
-1.4398,-0.807,-0.1215,1023,1023,1023,1023,1023
0.236,0.1552,-0.21,1023,1023,1023,1023,1023
-0.5876,1.3594,0.621,1023,1023,1023,1023,1023
-0.2053,-0.2345,-0.2058,1023,1023,1023,1023,1023
-0.1877,0.0683,-0.1323,1023,1023,1023,1023,1023
-0.1691,-0.04,-0.0457,1023,1023,1023,1023,1023
-0.1034,-0.0967,-0.0699,1023,1023,1023,1023,1023
-0.0989,-0.2888,0.1437,1023,1023,1023,1023,1023
-0.0632,0.009,-0.0032,1023,1005,1023,1023,1023
0.0411,0.0483,-0.0037,978,818,1023,1023,1023
0.052,0.047,0.0199,972,710,1023,1023,1023
0.0688,0.0479,0.0105,951,687,1023,1023,1023
0.1133,0.0808,0.0676,1023,810,1023,1023,1023
1.0707,-0.1513,0.3548,1023,1023,1023,1023,1023
0.0612,0.0657,-0.0034,1003,852,1023,1023,1023
0.0584,0.0431,-0.0093,946,731,1023,1023,1002
0.0562,0.0573,0.0063,949,753,1006,1023,993
0.0577,0.0494,0.0025,972,768,1000,1023,971
0.0691,0.0523,0.0123,987,751,984,1023,960
0.0678,0.0601,0.0026,986,737,999,1023,971
0.0739,0.0608,0.0066,1023,840,1004,1023,980
0.061,0.0465,0.0005,1023,891,1023,1023,1003
0.0584,0.0476,0.0103,1022,808,996,1023,964
0.0579,0.0537,-0.0014,1003,737,1019,1023,962
0.0614,0.0553,0.0025,1001,743,977,1023,924
0.0672,0.0515,0.0143,1017,742,971,1019,918
0.3722,0.0072,0.3414,1023,1023,1023,1023,1023
-1.8883,-0.8919,-0.4641,1023,1018,1023,1023,1023
0.0485,0.0707,-0.0095,942,670,1023,1023,1023
-0.1741,-0.018,0.2315,1023,983,1023,1023,1023
-0.2722,-0.2668,0.559,1023,1023,1023,1023,1023
-1.5698,-1.2908,-0.3523,1023,1021,1023,1023,1023
0.0586,0.0414,0.0298,908,718,1023,1023,1023
0.0582,0.0624,0.0082,921,699,1023,1023,1023
-0.3495,-0.6085,0.4866,1023,1023,1023,1023,1023
-1.8772,-0.772,-0.9018,1023,1023,1023,1023,1023
0.0628,0.0858,0.016,930,719,1023,1023,1002
0.0636,0.0648,0.0103,938,702,1023,1023,1023
1.2126,0.6739,0.9285,1023,1009,1023,1023,1023
0.0442,-0.3649,0.5388,1023,1023,1023,1023,1023
0.0399,-0.0444,-0.0542,1023,959,1023,1023,1023
0.067,0.062,0.0026,925,705,1023,1023,1023
1.5781,1.119,1.2491,1023,1023,1023,1023,1023
-0.8166,-0.9186,-0.0059,1023,1023,1023,1023,1023
0.0789,0.1242,-0.0522,1023,948,1023,1023,1023
0.0634,0.056,-0.0034,893,722,1023,1023,1023
0.0717,0.0661,0.0006,925,704,1023,1023,1023
1.1635,0.8804,-0.3524,1023,1023,1023,1023,1023
-0.2627,-0.475,0.0129,1023,1023,1023,1023,1023
0.0622,0.0534,0.0083,889,707,1023,1023,1023
0.1217,0.3684,0.5122,1023,1023,1023,1023,1023
-0.1855,-0.4988,0.4224,1023,1023,1023,1023,1023
-1.0836,-0.6244,-0.0501,1023,992,1023,1023,1023
0.0548,0.046,0.0102,907,673,1023,1023,1023
-0.6414,-0.6476,1.6836,1023,980,1023,1023,1023
0.0855,-0.4252,0.3853,1023,1023,1023,1023,1023
-0.5563,-0.1306,-0.0182,1023,983,1023,1023,1023
0.0474,0.0534,0.0023,883,704,1023,1023,1023
1.451,0.5291,0.3154,1023,1023,1023,1023,1023
-0.9552,-0.4439,-0.4101,1023,1023,1023,1023,1023
0.0279,0.0848,-0.0489,995,840,1023,1023,1023
0.0616,0.0597,0.0083,919,683,1023,1023,1023
0.2621,0.1498,0.2299,1020,769,1023,1023,1023
