ax,ay,az,fsr1,fsr2,fsr3,fsr4,fsr5
0.037,-0.029,0.0043,1023,1023,826,1023,893
0.0299,-0.0426,0.016,1012,1013,1023,1023,1023
1.2153,0.3525,1.3946,1023,1023,1023,1023,1023
-1.0011,-1.0805,1.363,1023,1023,1023,1023,1023
-0.203,-0.0995,-0.1398,1023,1023,860,1023,892
0.0532,-0.0176,0.0104,1023,1023,777,1023,835
0.0553,-0.0273,0.0085,1023,1023,856,1023,975
-0.4522,-0.4141,1.9124,1023,1023,1023,1023,1023
0.022,-0.3253,0.4543,1023,1023,1023,1023,1023
-2.366,0.2562,-0.4558,1023,1023,1023,1023,1023
0.0045,0.0179,-0.0608,1023,1023,786,1023,882
2.0648,0.6469,2.944,1023,1023,1023,1023,1023
-0.7176,-0.6438,1.2546,1023,1023,1023,1023,1023
-0.0721,0.0712,1.1508,1023,1023,1018,1023,1012
0.0314,-0.0358,0.0024,1023,1023,753,1023,787
0.0201,-0.0299,0.0178,1023,1023,798,1023,838
0.0898,-0.0691,0.0795,1023,1023,1023,1023,1023
0.6895,0.098,0.2992,1023,1023,1023,1023,1023
-1.1551,-0.9071,1.1413,1023,1023,1023,1023,1023
-0.5037,0.5373,0.1543,1023,1023,909,1023,948
0.0314,-0.0016,0.0022,1023,1023,758,1023,808
0.0366,-0.0185,0.0082,1023,1023,837,1023,957
0.6173,0.1691,0.3408,1023,1023,1023,1023,1023
-0.2643,-0.1214,0.3516,1023,1023,900,1023,944
0.0328,-0.0095,0.0023,1023,1023,756,1023,814
0.0315,-0.0314,0.0159,1023,1023,869,1023,987
0.4637,-0.032,0.3938,1023,1023,1023,1023,1023
-0.6675,-1.5194,0.4359,1023,1023,1023,1023,1023
-0.0105,0.0162,-0.0024,1023,1023,943,1023,916
0.0328,-0.0437,0.0043,1021,1018,785,1023,853
0.029,-0.0452,0.014,1019,1009,778,1023,843
0.0314,-0.0401,-0.0074,1015,967,830,1023,849
0.2726,-0.346,0.4193,1023,1023,1023,1023,1023
-0.574,0.3508,0.3608,1023,1023,1023,1023,1023
0.055,-0.2599,0.0113,1023,1023,1023,1023,1023
0.0133,-0.0094,0.0156,1023,1023,731,1023,779
0.0389,-0.0475,-0.0054,1023,1023,758,1023,905
0.0099,-0.0484,0.1075,1013,980,1023,1023,1023
-1.5314,-0.5002,0.3411,1023,1023,1023,1023,1023
0.0283,-0.039,0.0198,1023,1023,755,1023,878
0.0401,-0.0555,-0.0013,1016,1020,855,1023,1004
0.5282,0.2108,0.519,985,1015,1023,1023,1023
0.7678,0.0268,-0.008,1023,1023,1023,1023,1023
-1.0886,-0.8239,0.7904,1023,1023,1023,1023,1023
-0.2466,-0.3309,1.2238,1023,1023,913,1023,957
0.0356,0.0206,-0.0877,1023,1023,754,1023,834
0.0498,-0.0533,-0.0012,1017,1023,841,1023,970
0.3925,0.1318,0.4976,1021,1020,1023,1023,1023
0.9277,-0.3554,0.3864,1023,1023,1023,1023,1023
-0.4575,0.4056,0.5285,1023,1023,848,1023,987
0.0695,-0.0403,0.0127,1011,1016,896,1023,1023
0.1161,-0.0626,0.4276,1023,1023,1023,1023,1023
-0.1446,0.0351,0.3001,1023,1023,758,1023,830
0.0465,-0.0505,-0.0013,979,1016,975,1023,1023
-0.3706,-0.3485,1.4895,1023,1023,1023,1023,1023
-0.1182,-0.0757,0.217,1023,1023,1023,1023,1023
-2.4706,-0.571,-0.7437,1023,1023,1023,1023,1023
0.0528,0.0632,-0.2067,1023,1023,741,1023,781
0.0686,-0.0236,0.0165,991,1019,1000,1023,1023
0.1719,-0.0913,0.2351,1023,1023,1023,1023,1023
-0.3469,-0.6031,0.1663,1023,1023,1023,1023,1023
-2.738,-0.4172,-0.9301,1023,1023,1023,1023,1023
0.0342,-0.0621,0.02,1023,1023,735,1023,792
0.0291,-0.0645,0.0063,964,1019,1023,1023,1023
-0.8872,-0.8156,1.5358,1023,1023,1023,1023,1023
1.2052,-0.3482,0.4493,1023,1023,1023,1023,1023
0.0522,-0.0394,0.0066,1001,1018,771,1023,803
0.0478,-0.0392,0.0084,934,1015,955,1023,1009
0.1587,0.0768,0.3419,872,945,1023,1023,1023
0.3435,0.1716,0.0104,1023,1023,1023,1023,1023
-1.212,-1.2121,0.4421,1023,1023,1023,1023,1023
0.0487,-0.0603,-0.0052,1023,1023,777,1023,912
-0.4442,-0.7883,2.0993,1023,1023,1023,1023,1023
-2.9364,0.2213,-0.6754,1023,1023,1023,1023,1023
0.0147,-0.0129,0.0273,1023,1023,725,1023,766
0.0333,-0.0306,0.0063,1002,1023,890,1023,1004
-0.0109,-0.0667,0.0408,916,1018,1023,1023,1023
0.8896,0.1219,-0.1099,1023,1023,1023,1023,1023
-1.277,-1.2082,0.7009,1023,1023,1023,1023,1023
0.0115,-0.0443,0.0196,1014,1023,826,1023,931
0.3998,-0.1886,1.1805,1023,1023,1023,1023,1023
-3.1183,-0.5416,-0.9589,1023,1023,1023,1023,1023
0.0135,-0.0243,0.0098,1023,1023,724,1023,760
0.039,-0.0343,0.0259,1023,1023,818,1023,955
0.0128,-0.0715,0.0197,994,1023,1023,1023,1023
1.1362,1.2851,0.6694,1023,1023,1023,1023,1023
0.1021,-0.0795,1.0505,1023,1023,1023,1023,1023
0.0449,-0.0276,0.0083,1005,1023,762,1023,796
0.0583,-0.0345,0.0203,993,1023,856,1023,970
0.5026,0.3029,-0.2337,1023,1023,1023,1023,1023
-1.3711,-1.2592,0.7855,1023,1023,1023,1023,1023
-0.0127,-0.1897,0.8148,1023,1023,840,1023,863
0.0686,-0.0236,0.0126,1022,1023,836,1023,957
-0.125,-0.156,0.1683,1023,1023,1023,1023,1023
0.5481,-0.3945,0.5448,1023,1023,1023,1023,1023
-0.009,0.0792,0.0521,1023,1023,784,1023,793
0.0745,-0.0879,-0.0711,1023,1023,893,1023,1003
1.4976,0.2141,1.4091,1023,1023,1023,1023,1023
0.1176,-0.3851,0.5322,1023,1023,1023,1023,1023
-2.0958,-0.7576,-0.6435,1023,1023,1023,1023,1023
0.0228,-0.0354,-0.0057,1023,1023,765,1023,759
0.0401,-0.0555,-0.0033,1012,1023,838,1023,914
-0.0032,-0.1304,-0.0448,996,1023,1018,1023,1023
-0.2118,-0.5097,0.3771,1023,1023,1023,1023,1023
-2.4639,-0.9249,-0.7971,1023,1023,1023,1023,1023
0.0579,-0.0669,0.0009,1023,1023,785,1023,786
0.0649,-0.0488,0.0009,933,1023,1023,1023,1023
-0.8247,-1.3428,1.0951,1023,1023,1023,1023,1023
-0.1811,0.1111,-0.0874,1023,1023,956,1023,979
0.0363,-0.0614,0.0044,1022,1023,781,1023,907
0.023,-0.0562,0.0276,979,1023,951,1023,1008
-0.1259,-0.5311,1.9256,1023,1023,1023,1023,1023
0.3235,-0.39,0.6057,1023,1023,1023,1023,1023
0.0489,-0.0158,-0.0424,1023,1023,771,1023,804
0.0406,-0.0615,0.0026,1023,1023,1004,1023,1023
0.518,0.0422,0.7382,1023,1023,1023,1023,1023
-0.0194,-0.57,0.4135,1023,1023,1023,1023,1023
0.0163,-0.0446,-0.0058,1023,1023,776,1023,816
